-25.0,-12.0,-1.0,0.46
-35.0,-9.0,-1.0,0.39
-30.0,-2.0,-1.0,0.35
35.0,4.0,1.0,0.36
20.0,4.0,1.0,0.26
-10.0,4.0,1.0,0.36
-10.0,-4.0,1.0,0.39
-20.0,4.0,1.0,0.45
30.0,1.0,1.0,0.72
5.0,-6.0,-1.0,0.48
25.0,-9.0,-1.0,0.32
20.0,-2.0,-1.0,0.39
25.0,-4.0,-1.0,0.30
15.0,-4.0,-1.0,0.39
20.0,1.0,-1.0,0.53
-45.0,8.0,1.0,0.32
10.0,-16.0,-1.0,0.40
-40.0,-6.0,1.0,0.54
-10.0,-6.0,1.0,0.66
20.0,8.0,-1.0,0.64
-20.0,1.0,1.0,0.49
40.0,8.0,1.0,0.56
-10.0,-16.0,-1.0,0.38
10.0,-12.0,-1.0,0.35
-30.0,-9.0,-1.0,0.39
15.0,-2.0,-1.0,0.37
-5.0,-12.0,-1.0,0.30
10.0,4.0,1.0,0.50
15.0,-6.0,-1.0,0.53
5.0,8.0,1.0,0.42
15.0,-9.0,-1.0,0.36
-5.0,-6.0,1.0,0.51
40.0,-2.0,-1.0,0.39
15.0,4.0,-1.0,0.40
-10.0,-2.0,1.0,0.35
-15.0,-12.0,-1.0,0.82
-30.0,-4.0,1.0,0.39
-40.0,-9.0,-1.0,0.57
-15.0,-6.0,-1.0,0.36
15.0,-16.0,-1.0,0.77
0.0,4.0,1.0,0.34
-35.0,-4.0,1.0,0.34
40.0,-12.0,-1.0,0.28
25.0,-2.0,1.0,0.48
20.0,-12.0,-1.0,0.34
0.0,-16.0,-1.0,0.44
-5.0,-4.0,1.0,0.62
-40.0,-2.0,1.0,0.42
-30.0,-12.0,-1.0,0.34
-15.0,-4.0,1.0,0.38
-40.0,-4.0,1.0,0.33
20.0,-6.0,-1.0,0.25
0.0,-12.0,-1.0,0.33
40.0,-9.0,-1.0,0.56
25.0,-6.0,-1.0,0.40
-45.0,-12.0,-1.0,0.32
-20.0,-6.0,1.0,0.31
-20.0,-12.0,-1.0,0.64
30.0,-6.0,-1.0,0.32
35.0,-4.0,-1.0,0.39
0.0,-9.0,-1.0,0.87
5.0,-16.0,-1.0,0.39
-45.0,-9.0,-1.0,0.51
-25.0,-6.0,-1.0,0.41
35.0,8.0,1.0,0.39
15.0,1.0,1.0,0.33
10.0,-4.0,-1.0,0.29
-40.0,-16.0,-1.0,0.23
10.0,-9.0,-1.0,0.35
0.0,8.0,1.0,0.44
5.0,4.0,1.0,0.35
-25.0,1.0,-1.0,0.21
-5.0,8.0,1.0,0.55
-30.0,4.0,1.0,0.48
-10.0,8.0,1.0,0.41
-45.0,4.0,1.0,0.43
-15.0,4.0,1.0,0.41
35.0,-16.0,-1.0,0.29
35.0,-2.0,-1.0,0.63
30.0,8.0,1.0,0.40
-5.0,-16.0,-1.0,0.49
40.0,4.0,-1.0,0.42
-35.0,-12.0,1.0,0.27
-15.0,8.0,1.0,0.30
-15.0,-16.0,-1.0,0.31
-40.0,-12.0,-1.0,0.38
0.0,-4.0,-1.0,0.43
10.0,-6.0,-1.0,0.41
-20.0,-2.0,1.0,0.39
5.0,-2.0,1.0,0.44
35.0,-12.0,-1.0,0.32
-25.0,-16.0,-1.0,0.44
-10.0,-9.0,-1.0,0.69
30.0,-9.0,-1.0,0.49
40.0,-16.0,-1.0,0.43
-15.0,-9.0,-1.0,0.46
-20.0,8.0,1.0,0.25
-20.0,-9.0,1.0,0.28
-30.0,-16.0,-1.0,0.37
-45.0,1.0,1.0,0.73
40.0,-6.0,-1.0,0.30
-5.0,1.0,1.0,0.35
20.0,-4.0,-1.0,0.45
30.0,-2.0,-1.0,0.51
-15.0,1.0,1.0,0.31
20.0,-16.0,-1.0,0.34
-25.0,8.0,1.0,0.26
25.0,-12.0,-1.0,0.36
15.0,8.0,1.0,0.67
20.0,-9.0,-1.0,0.41
15.0,-12.0,-1.0,0.35
-40.0,1.0,-1.0,0.41
0.0,-2.0,1.0,0.55
30.0,-16.0,-1.0,0.33
-35.0,8.0,1.0,0.37
-45.0,-6.0,-1.0,0.34
-45.0,-16.0,-1.0,0.35
-20.0,-16.0,-1.0,0.78
30.0,-12.0,-1.0,0.54
